"","GeneId","Descripcion","Ctrl0hr","Ctrl1hr","Encyst1hr","Ctrl4hr","Encyst4hr","Ctrl8hr","Encyst8hr"
"ACA1_366740","ACA1_366740","hydroxyacylglutathione hydrolase",1025.01,909.83,904.79,939.78,573.28,1040.83,550.54
"ACA1_366760","ACA1_366760","RNA recognition motif domain containing protein",269.35,266.37,232.05,206.92,297.76,185.98,382.56
"ACA1_366930","ACA1_366930","tryptophan-tRNA ligase",56.32,60.12,7.86,66.02,11.62,66.27,13.31
"ACA1_366970","ACA1_366970","hypothetical protein",202.39,147.93,74.81,216.15,96.31,170.07,99.47
"ACA1_366990","ACA1_366990","Hypothetical protein",41.61,45.75,9.65,36.52,11.69,35.22,12.56
"ACA1_367130","ACA1_367130","hypothetical protein",92.7,78.57,151.75,66.79,174.43,69.42,220.48
"ACA1_367260","ACA1_367260","tRNA binding domain containing protein",217.27,219.75,71.39,221.27,78.54,194.15,88.3
"ACA1_367280","ACA1_367280","zinc finger, C3HC4 type (RING finger) domain containing protein",51.31,40.18,140.07,37.87,163.41,37.88,201.47
"ACA1_367340","ACA1_367340","u3 small nucleolar rnaassociated protein 7, putative",78.38,85.56,3.7,67.51,7.86,61.46,12.11
"ACA1_367360","ACA1_367360","DnaK family superfamily protein",61.8,71.99,10.62,65.52,18.02,64.69,30.32
"ACA1_367550","ACA1_367550","hypothetical protein",169.96,151.06,217.36,149.32,226.81,138.92,197.22
"ACA1_367900","ACA1_367900","Raslike GTP-binding protein YPT1, putative",72.28,61.16,120.83,61.35,114.25,58.52,94.82
"ACA1_367910","ACA1_367910","transporter, major facilitator subfamily protein",76.34,65.05,29.69,68.64,71.75,73.28,72.11
"ACA1_367930","ACA1_367930","ATP synthase, Delta/Epsilon chain, betasandwich domain containing protein",183.02,200.44,158.5,215.04,174.32,233.47,173.23
"ACA1_367940","ACA1_367940","ATP synthase, putative",322.03,315.44,234.15,393.96,197.32,425.72,157.43
"ACA1_367960","ACA1_367960","microsomal signal peptidase 25 kda subunit (spc25) protein",59,59.45,73.8,55.35,87.59,58.09,89.18
"ACA1_367980","ACA1_367980","transmembrane protein, putative",44.68,43.41,26.62,41.21,24.83,41,27.88
"ACA1_367990","ACA1_367990","NEDD8conjugating enzyme Ubc12, putative",159.79,167.74,216.06,147.77,198.84,161.36,173.15
"ACA1_368020","ACA1_368020","RINGbox protein 1, putative",620.57,529.77,1536.85,524.12,1673.14,489.88,1321.47
"ACA1_368030","ACA1_368030","Brix domain containing protein",114.76,113.73,1.98,105.48,3.92,95.94,4.98
"ACA1_368050","ACA1_368050","methylmalonylCoA epimerase",190.7,192.46,153.42,190.85,167.8,187.28,219.88
"ACA1_368070","ACA1_368070","hypothetical protein",59.8,45.66,55.85,23.83,494.86,29.83,1233.23
"ACA1_368170","ACA1_368170","actin related protein 2/3 complex, subunit 5like, putative",629.07,558.95,1129.27,619.23,1234.61,602.95,929.43
"ACA1_368190","ACA1_368190","hypothetical protein",135.2,119.14,128.6,135.43,282.95,143.26,336.57
"ACA1_368220","ACA1_368220","hypothetical protein",42.2,35.57,47.12,42.8,42.38,45.72,32.73
"ACA1_368430","ACA1_368430","carnitine/acylcarnitine translocase, putative",89.48,88.27,86.65,92.71,102.09,91.12,127.64
"ACA1_368550","ACA1_368550","hypothetical protein",183.73,170.8,127.73,216.4,191.95,223.1,194.8
"ACA1_368690","ACA1_368690","EF hand domain containing protein",119.9,104,147.36,105.26,149.57,91.1,128.16
"ACA1_368770","ACA1_368770","SLTPS/P, putative",45.95,38.87,132.04,34.82,133.29,35.78,118.29
"ACA1_368790","ACA1_368790","ABC2 type transporter superfamily protein",52.87,74.86,16.23,43.48,4.76,54.83,6.93
"ACA1_368800","ACA1_368800","hypothetical protein",57.75,66.98,97.89,60.02,92.93,66.81,93.17
"ACA1_368840","ACA1_368840","aspartyl/glutamyltRNA(Asn/Gln) amidotransferase, C subunit",55.26,51.33,31.33,47.11,34.74,44.11,45.28
"ACA1_368850","ACA1_368850","trehalosephosphatase",164.08,152.71,138.15,158.78,13.06,164.95,11.91
"ACA1_368870","ACA1_368870","ATPdependent RNA helicase DBP2, putative",68.84,93.69,2.15,94.67,5.01,86.99,12.91
"ACA1_368960","ACA1_368960","ribosomal protein L23, putative",209.94,213.2,59.34,192.67,62.73,169.93,74.34
"ACA1_369000","ACA1_369000","peroxidase",210.81,210.15,253.4,184.57,313.3,230.97,294.57
"ACA1_369020","ACA1_369020","acetyltransferase, GNAT family protein",90.66,72.37,18.37,91.02,28.7,73.68,28.26
"ACA1_369040","ACA1_369040","hypothetical protein",151.31,145.99,36.5,150.54,31.79,136.46,28.41
"ACA1_369060","ACA1_369060","Ubiquitin-related modifier 1 family protein",43.72,39.73,42.52,34.6,42.83,30.68,43.7
"ACA1_369090","ACA1_369090","2hydroxyacyl-CoA lyase 1, putative",213.24,194.47,164.07,204.17,68.5,203.1,58.12
"ACA1_369110","ACA1_369110","small nuclear ribonucleoprotein G, putative",413.83,379.89,276.47,365.03,201.54,327.48,160.12
"ACA1_369120","ACA1_369120","proliferating cell nuclear antigen, Nterminal domain containing protein",307.21,109.27,6.28,340.02,2.23,240.08,2.8
"ACA1_369150","ACA1_369150","hypothetical protein",64.57,51.07,61.28,46.73,46.72,48.13,39.93
"ACA1_369160","ACA1_369160","leucine aminopeptidase 3, putative",134.63,127.8,75.27,143.2,69.74,125.11,77.88
"ACA1_369180","ACA1_369180","PAP2 superfamily domain containing protein",68.18,49.37,26.19,70.51,26.79,63.16,29.24
"ACA1_369190","ACA1_369190","proteasome (prosome, macropain) 26S subunit, non ATPase, 32, putative",80.69,81.97,282.42,68.94,103.45,77.38,70.8
"ACA1_369250","ACA1_369250","dynactin 50 kda subunit",59.85,58.6,65.12,51.64,42.48,53.14,37.74
"ACA1_369260","ACA1_369260","hypothetical protein",419.5,429,304.7,423,270.67,390.51,252.28
"ACA1_369270","ACA1_369270","rasrelated protein Rab-18-like, putative",54.11,51.44,69.88,38.05,63.35,38.77,80.66
"ACA1_369340","ACA1_369340","hypothetical protein",43.13,42.37,63.32,45.28,54.49,49.66,53.26
"ACA1_369490","ACA1_369490","CS domain containing protein",365.97,314.76,297.83,337.3,306.42,284,328.61
"ACA1_369520","ACA1_369520","ribosomal protein L6e, putative",2205.88,2333.46,1709.04,2398.48,1120.72,2395.03,1012.07
"ACA1_369540","ACA1_369540","RasGEF domain containing protein",47.5,42.03,30.84,47.46,47.61,47.75,52.22
"ACA1_369630","ACA1_369630","hypothetical protein",218.66,181.34,415.99,215.65,497.07,188.91,656.92
"ACA1_369690","ACA1_369690","NEDD8conjugating enzyme Ubc12, putative",44.04,44.34,19.12,45.42,22.64,43.95,23.4
"ACA1_369830","ACA1_369830","meiotic nuclear division protein, putative",44.12,38.07,57.7,47.16,58.88,43.88,56.41
"ACA1_369870","ACA1_369870","eukaryotic translation initiation factor 3 subunit E, putative",96.44,103.35,26.02,96.95,28.73,99.02,26.69
"ACA1_369890","ACA1_369890","hypothetical protein",48.75,47.9,71.5,63.04,71.51,61.11,62.94
"ACA1_369900","ACA1_369900","hypothetical protein",202.19,202.35,63.81,194.57,54.85,174.21,62.77
"ACA1_370030","ACA1_370030","hypothetical protein",167.5,143.34,105.22,136.73,103.09,123.35,91.89
"ACA1_370070","ACA1_370070","MyristoylCoA:protein N-myristoyltransferase, C-terminal domain containing protein",79.26,80.45,48.14,81.33,45.34,80.88,55.7
"ACA1_370090","ACA1_370090","hypothetical protein",54.25,50.45,5.65,45.38,7.1,41.95,6.14
"ACA1_370160","ACA1_370160","hypothetical protein",238.07,192.53,406.18,166.55,527.69,116.65,435.51
"ACA1_370170","ACA1_370170","peptidylprolyl cis-trans isomerase, FKBP-type domain containing protein",223.26,264.58,11.39,218.14,1.62,183.69,2.56
"ACA1_370280","ACA1_370280","ribosomal protein S9, putative",81.73,83.61,17.68,100.48,21.46,100.55,24.19
"ACA1_370290","ACA1_370290","small GTPase RAC, putative",134.99,147.39,137.7,136.76,154.84,135.71,112.7
"ACA1_371570","ACA1_371570","CUE domain containing protein",40.05,32.67,52.18,36.23,66.75,44.07,70.71
"ACA1_371630","ACA1_371630","hypothetical protein",1105.11,1065.83,838.49,1135.1,800.81,1104.36,738.83
"ACA1_371680","ACA1_371680","BAR domain containing protein",397.37,374.16,534.98,387.1,400.9,382.6,322.72
"ACA1_371780","ACA1_371780","hypothetical protein",109.88,77.71,118.02,66.4,120.69,66.41,100.22
"ACA1_372020","ACA1_372020","MORN repeatcontaining protein",40.68,40.21,37.55,38.63,44.53,46.71,55.59
"ACA1_372030","ACA1_372030","swarming motility protein ybia, putative",45.22,38.44,47.18,40.33,43.21,39.99,26.77
"ACA1_372070","ACA1_372070","hepatocellular carcinomaassociated antigen 59, putative",50.29,41.71,47.16,48.86,41.69,40.65,34.89
"ACA1_372610","ACA1_372610","betahydroxylase",68.55,58.59,52.04,41.81,55.82,46.67,67.39
"ACA1_372700","ACA1_372700","hypothetical protein",82.25,83.96,56.44,72.49,47.66,68.05,55.27
"ACA1_372720","ACA1_372720","obtusifoliol 14alphademethylase, putative",103.39,70.57,18.68,172.21,21.43,271.16,16.23
"ACA1_373390","ACA1_373390","hypothetical protein",46.86,40.45,9.04,42.88,11.32,37.69,6.73
"ACA1_373540","ACA1_373540","hypothetical protein",182.81,150.63,209.8,125.37,213.15,127.81,160.06
"ACA1_373610","ACA1_373610","hypothetical protein",47.91,43.11,28.89,47.38,23.18,46.28,25.65
"ACA1_373640","ACA1_373640","hypothetical protein",41.13,42.62,11.58,40.45,13.82,41.29,13.42
"ACA1_373910","ACA1_373910","alkaline phosphatase family subfamily protein",49.51,48.68,29.21,48.29,28.24,52.62,30.44
"ACA1_373980","ACA1_373980","anchor domain containing protein",70.98,63.56,8.95,69.72,14.76,67.73,19.4
"ACA1_373990","ACA1_373990","elongation factor p (efp) kow-like subfamily protein",92.12,83.35,3.11,97.73,5.62,88.99,5.3
"ACA1_374090","ACA1_374090","protein disulfideisomerase domain containing protein",301.68,272.73,364.58,285.48,399.53,310.83,420.75
"ACA1_374160","ACA1_374160","hypothetical protein",50.18,45.81,77.98,47.38,109.19,57.07,116.42
"ACA1_374200","ACA1_374200","C8 sterol isomerase",751.16,587.47,319.31,806.22,353.61,691.78,288.08
"ACA1_374210","ACA1_374210","hypothetical protein",94.15,87.54,4.89,93.44,5.99,83.58,7.31
"ACA1_374290","ACA1_374290","carrier superfamily protein",43.6,36.59,55.4,38.32,44.82,36.96,40.14
"ACA1_374370","ACA1_374370","hypothetical protein",152.5,138.39,90.05,116.9,107.97,99,113.27
"ACA1_374430","ACA1_374430","cyclin, Nterminal domain containing protein",77.14,40.79,13.31,78.26,14.91,66.99,12.49
"ACA1_374520","ACA1_374520","protein translation factor, putative",240.58,262.92,222.26,267.22,194.91,267.94,140.6
"ACA1_374600","ACA1_374600","DEAD/DEAH box helicase domain containing protein",170.43,214.13,2.89,168.4,4.03,180.44,6.74
"ACA1_374670","ACA1_374670","von Willebrand factor type A domain containing protein",93.14,94.86,59.24,87.46,27.13,103.39,15.56
"ACA1_375070","ACA1_375070","hypothetical protein",54.61,52.23,63.01,65.45,38.37,82.02,36.67
"ACA1_375940","ACA1_375940","Choline/Carnitine oacyltransferase superfamily protein",69.6,62.62,47.16,69.54,30.44,67.83,33.96
"ACA1_375960","ACA1_375960","ATPdependent RNA helicase ddx54, putative",59.73,64.95,1.01,53.61,2.48,54.17,4.04
"ACA1_375970","ACA1_375970","betaine aldehyde dehydrogenase",57.45,54.81,30.1,54.01,25.57,58.57,24.14
"ACA1_375990","ACA1_375990","acetylCoA acetyltransferase, mitochondrial, putative",291.34,234.91,160.51,303.33,114.34,352.87,130
"ACA1_376140","ACA1_376140","acetylCoA acetyltransferase, mitochondrial, putative",65.6,55.02,26.87,63.59,31.14,70.66,44.05
"ACA1_376220","ACA1_376220","breast carcinoma amplified sequence 2 (bcas2) protein",129.66,116.51,133.09,122.74,158.9,116.93,173.26
"ACA1_376250","ACA1_376250","PHD finger protein",191.45,167.84,80.84,168.39,89.01,145.06,93.04
"ACA1_376260","ACA1_376260","hypothetical protein",95.88,91.55,47.01,102.17,54.27,120.21,66.5
"ACA1_376270","ACA1_376270","Phospho2-dehydro-3-deoxyheptonate aldolase",58.53,55.95,11.03,60.7,9.07,61.65,9.7
"ACA1_376480","ACA1_376480","RabE family small GTPase",215.87,223.13,730.61,193.52,789.17,211.77,749.64
"ACA1_376490","ACA1_376490","TIP41like family protein",62.4,56.63,70.97,59.82,93.93,62.01,109.01
"ACA1_376500","ACA1_376500","isocitrate dehydrogenase subunit 1, mitochondrial precursor, putative",434.46,426.5,150.35,442.94,72.97,446.75,82.98
"ACA1_376510","ACA1_376510","Hypothetical protein",130.78,122.45,106.56,111.02,113.32,93.32,123.2
"ACA1_376550","ACA1_376550","cell division control protein 2b, putative",95.13,46.02,5.23,97.33,11.4,87.95,17.65
"ACA1_376600","ACA1_376600","Choline/Carnitine oacyltransferase superfamily protein",72.63,71.65,51.98,71.54,45.91,73.16,52.52
"ACA1_376680","ACA1_376680","Yip1 domain family, member 4, putative",74.76,71.8,65.65,60.43,65.73,54.85,71.43
"ACA1_376690","ACA1_376690","60S ribosomal protein L27a, putative",9750.72,10168.25,8913.26,9315.45,7079.74,8799.97,6684.12
"ACA1_376700","ACA1_376700","Histone H4, putative",901.55,467.7,97.41,1026.98,55.11,716.56,61.11
"ACA1_376720","ACA1_376720","LIM domain containing protein",183.08,147.73,278.34,178.53,240.97,164.39,193.16
"ACA1_376730","ACA1_376730","Glutamate/Leucine/Phenylalanine/Valine dehydrogenase family protein",47.21,47.41,21.41,47.42,30.31,57.11,36.48
"ACA1_376740","ACA1_376740","tubulin beta chain, putative",400.26,210.97,13.96,499.65,11.7,468.94,16.88
"ACA1_376780","ACA1_376780","hypothetical protein",54.39,33.16,476.99,18.91,2762.54,15.5,5755.85
"ACA1_376800","ACA1_376800","Inosine5'-monophosphate dehydrogenase",152.61,233.25,2.1,194.84,1.4,198.78,2.73
"ACA1_376820","ACA1_376820","secondary thiamine-phosphate synthase enzyme",44.41,46.46,40.9,49.73,39.41,48.81,45.4
"ACA1_376960","ACA1_376960","2oxo acid dehydrogenase acyltransferase catalytic subunit",128.88,85.48,89.25,108.42,184.92,116.15,198.46
"ACA1_377210","ACA1_377210","cyclin, Nterminal domain containing protein",99.28,26.51,2.75,105.21,3.86,88.33,7.09
"ACA1_377310","ACA1_377310","translocase, putative",41.45,39.43,41.29,37.49,29.31,31.37,22.37
"ACA1_377320","ACA1_377320","SPRY domain containing protein",104.79,89,83.83,95.12,47.67,90.62,29.23
"ACA1_377460","ACA1_377460","hypothetical protein",44.19,37.1,58.08,32.3,62.72,35.4,71.65
"ACA1_377730","ACA1_377730","hypothetical protein",76.77,78.35,93.78,66.79,103.01,76.94,111.04
"ACA1_377740","ACA1_377740","adrenodoxinlike ferredoxin 2",120.1,161.82,85.21,141.57,123.69,152.2,206.31
"ACA1_377760","ACA1_377760","hypothetical protein",46.69,48.99,52.26,46.08,53.78,39.61,61.78
"ACA1_377770","ACA1_377770","WDrepeat protein pop3, putative",66.65,61.13,72.09,59.18,68.9,56.76,64.54
"ACA1_377830","ACA1_377830","Ubiquitinconjugating enzyme subfamily protein",47.05,31.1,197.27,26.89,270.88,38.43,285.07
"ACA1_377840","ACA1_377840","Expansin, putative",45.74,43.41,100.47,39.3,162.98,40.22,135.17
"ACA1_377980","ACA1_377980","NPL4 family protein",67.72,61.89,102.97,59.66,83.4,53.32,77.62
"ACA1_378000","ACA1_378000","hydrolase, NUDIX domain containing protein",44.08,19.08,56.17,22.39,16.59,37.11,13.52
"ACA1_378120","ACA1_378120","hypothetical protein",46.48,78.08,130.19,58.24,214.92,64.61,308.58
"ACA1_378160","ACA1_378160","Ubiquitin carboxylterminal hydrolase, family 1",111.93,105.64,245.97,104.56,161.29,101.82,139.47
"ACA1_378210","ACA1_378210","PX domain containing protein",40.59,25.24,11.28,32.63,15.4,34.62,23.07
"ACA1_378220","ACA1_378220","ribosomal L18p/L5e family",798.42,869.43,746.44,985.9,540.74,1073.47,581.54
"ACA1_378250","ACA1_378250","hypothetical protein",287.5,334.17,322.29,275.61,215.96,282.57,168.7
"ACA1_378620","ACA1_378620","hypothetical protein",49.6,54.34,71.82,41.02,67.16,42.13,62.15
"ACA1_378760","ACA1_378760","hypothetical protein",335.4,334.73,150.23,327.57,147.13,317.52,165.49
"ACA1_378890","ACA1_378890","ccr4associated factor, putative",49.74,43.16,61.65,43.96,52.58,37.53,45.74
"ACA1_379060","ACA1_379060","casein kinase ii subunit alpha, putative",228.93,252.85,152.22,210.03,157.2,206.8,160.33
"ACA1_379090","ACA1_379090","hypothetical protein",94.03,55.19,83.02,85.3,260.57,76.85,395.02
"ACA1_379230","ACA1_379230","RNA recognition motif domain containing protein",41.41,42.14,47.4,42.73,52.15,45.37,59.32
"ACA1_379260","ACA1_379260","coatmer subunit, putative",78.36,70.59,90.91,78.75,69.33,83.99,72.28
"ACA1_379420","ACA1_379420","hypothetical protein",55.54,48.02,49.57,63.61,43.66,58.18,42.97
"ACA1_379440","ACA1_379440","hypothetical protein",371.69,552.66,1751.28,113.5,1793.85,108.46,1627.59
"ACA1_379450","ACA1_379450","GPI anchored endo1,3(4)-beta-glucanase",110.57,107.3,50.12,98.01,81.94,94.32,63.21
"ACA1_380580","ACA1_380580","Tim17/Tim22/Tim23 family protein",47.98,67.2,4.23,64.35,15.8,60.5,25
"ACA1_380820","ACA1_380820","tRNA binding domain containing protein",84.16,81.56,69.94,76.1,53.32,73.06,59.57
"ACA1_380850","ACA1_380850","GRAM domain containing protein",132.25,109.41,142.5,128.8,124.3,123.54,104.45
"ACA1_380860","ACA1_380860","pantoate-beta-alanine ligase",72.46,69.24,217.56,60.58,192.79,70,189.58
"ACA1_380910","ACA1_380910","phospholipase a2, putative",73.81,60.73,18.94,70.04,41.25,71.78,72.96
"ACA1_380920","ACA1_380920","SAP domain containing protein",97.01,21.4,1.05,100.62,0.62,74.21,0.85
"ACA1_380960","ACA1_380960","membrane protein, putative",42.54,46.48,29.96,40.75,28.06,38.27,29.76
"ACA1_381090","ACA1_381090","hypothetical protein",58.08,18.33,36.32,50.36,29.44,42.9,48.96
"ACA1_381120","ACA1_381120","maleylacetoacetate isomerase",77.66,74.14,59.9,76.24,46.55,83.43,43.74
"ACA1_382110","ACA1_382110","hypothetical protein",47.82,45.84,33.32,42.37,31.85,40.61,37.91
"ACA1_382310","ACA1_382310","hypothetical protein",118.07,108.81,53.53,98.91,55.87,88.38,55.94
"ACA1_382330","ACA1_382330","hypothetical protein",166.34,161.75,107.89,160.64,110.51,141.35,101
"ACA1_382360","ACA1_382360","Fbox domain containing protein",47.37,43.91,39.1,45.84,20.34,41.27,19.64
"ACA1_382370","ACA1_382370","acid alphaglucosidase",56.4,45.35,23.22,64.83,18.32,71.17,17.75
"ACA1_382550","ACA1_382550","sulfur metabolism negative regulator SconC, putative",67.99,62.55,112.48,56.23,123.79,55.95,115.47
"ACA1_382570","ACA1_382570","hypothetical protein",40.52,32.65,34.95,30.09,44.61,27.02,57.16
"ACA1_382580","ACA1_382580","LBP / BPI / CETP family, Cterminal domain containing protein",385.87,352.17,169.63,387.11,313.65,457.04,361.24
"ACA1_382630","ACA1_382630","LBP / BPI / CETP family, Cterminal domain containing protein",52.79,43.74,19.38,58.48,67.98,62.57,65.81
"ACA1_382930","ACA1_382930","Proteasome maturation factor UMP1",225.68,209.7,640.27,182.43,403.3,161.54,333.3
"ACA1_383080","ACA1_383080","SAP domain containing protein",44.73,11.29,1.04,36.84,1.91,33.06,0.74
"ACA1_383380","ACA1_383380","lysosomal ProX carboxypeptidase",41.97,34.78,13.45,43.74,20.78,42.23,18.51
"ACA1_383430","ACA1_383430","surp module domain containing protein",61.31,59.65,54.06,62.79,48.06,56.68,48.1
"ACA1_383450","ACA1_383450","G protein coupled receptor, putative",95.36,84.57,95.36,85.29,119.65,87.02,142.93
"ACA1_383570","ACA1_383570","hypothetical protein",98.83,97.85,41.84,115.52,44.2,114.77,40.64
"ACA1_383580","ACA1_383580","sulfate adenylyltransferase",100.25,97.51,5.27,97.17,2.12,98.59,0.7
"ACA1_383610","ACA1_383610","PAKA subfamily protein kinase",45.68,45.93,67.82,43.36,71.41,43.5,62.16
"ACA1_383660","ACA1_383660","WD repeat protein WDR4, putative",42.07,47.87,11.82,38.93,17.73,34.28,22.29
"ACA1_383710","ACA1_383710","glucose6-phosphate dehydrogenase, C-terminal domain containing protein",43.5,43.28,53.25,50.77,39.61,61.06,38.6
"ACA1_383730","ACA1_383730","hypothetical protein",49.64,57.01,6.36,42.16,12.42,37.53,16.88
"ACA1_384020","ACA1_384020","hypothetical protein",94.75,85.53,225.98,66.99,323.68,79.73,273.8
"ACA1_384100","ACA1_384100","glycosyl hydrolase",353.75,320.4,82.35,353.56,112.24,343.46,87.14
"ACA1_384320","ACA1_384320","glycosyl hydrolases family 25 subfamily protein",94.92,65.09,58.44,67.74,185.6,76.08,182.74
"ACA1_384330","ACA1_384330","hypothetical protein",41.29,38.94,45.61,38.18,53.15,39.21,66.34
"ACA1_384340","ACA1_384340","Ras subfamily protein",53.56,43.82,61.54,46.18,67.47,43.29,65.08
"ACA1_384360","ACA1_384360","signal recognition particle, putative",132.67,127.84,109.57,128.86,106.7,127.07,107.83
"ACA1_384380","ACA1_384380","hypothetical protein",52.4,55.92,7.01,48.47,14.11,46.02,19.59
"ACA1_384550","ACA1_384550","GTPase, putative",62.18,54.17,187.41,71.77,176.3,64.19,158.72
"ACA1_384590","ACA1_384590","RAB1B, member RAS oncogene family",86.76,93.25,64.87,77.44,62.76,68.47,56.71
