"","GeneId","Descripcion","Ctrl0hr","Encyst1hr","Encyst4hr","Encyst8hr"
"ACA1_366930","ACA1_366930","tryptophan-tRNA ligase",56.32,7.86,11.62,13.31
"ACA1_366970","ACA1_366970","hypothetical protein",202.39,74.81,96.31,99.47
"ACA1_366990","ACA1_366990","Hypothetical protein",41.61,9.65,11.69,12.56
"ACA1_367130","ACA1_367130","hypothetical protein",92.7,151.75,174.43,220.48
"ACA1_367260","ACA1_367260","tRNA binding domain containing protein",217.27,71.39,78.54,88.3
"ACA1_367280","ACA1_367280","zinc finger, C3HC4 type (RING finger) domain containing protein",51.31,140.07,163.41,201.47
"ACA1_367340","ACA1_367340","u3 small nucleolar rnaassociated protein 7, putative",78.38,3.7,7.86,12.11
"ACA1_367360","ACA1_367360","DnaK family superfamily protein",61.8,10.62,18.02,30.32
"ACA1_367550","ACA1_367550","hypothetical protein",169.96,217.36,226.81,197.22
"ACA1_367900","ACA1_367900","Raslike GTP-binding protein YPT1, putative",72.28,120.83,114.25,94.82
"ACA1_367910","ACA1_367910","transporter, major facilitator subfamily protein",76.34,29.69,71.75,72.11
"ACA1_367930","ACA1_367930","ATP synthase, Delta/Epsilon chain, betasandwich domain containing protein",183.02,158.5,174.32,173.23
"ACA1_367940","ACA1_367940","ATP synthase, putative",322.03,234.15,197.32,157.43
"ACA1_367960","ACA1_367960","microsomal signal peptidase 25 kda subunit (spc25) protein",59,73.8,87.59,89.18
"ACA1_367980","ACA1_367980","transmembrane protein, putative",44.68,26.62,24.83,27.88
"ACA1_367990","ACA1_367990","NEDD8conjugating enzyme Ubc12, putative",159.79,216.06,198.84,173.15
"ACA1_368020","ACA1_368020","RINGbox protein 1, putative",620.57,1536.85,1673.14,1321.47
"ACA1_368030","ACA1_368030","Brix domain containing protein",114.76,1.98,3.92,4.98
"ACA1_368050","ACA1_368050","methylmalonylCoA epimerase",190.7,153.42,167.8,219.88
"ACA1_368070","ACA1_368070","hypothetical protein",59.8,55.85,494.86,1233.23
"ACA1_368170","ACA1_368170","actin related protein 2/3 complex, subunit 5like, putative",629.07,1129.27,1234.61,929.43
"ACA1_368190","ACA1_368190","hypothetical protein",135.2,128.6,282.95,336.57
"ACA1_368220","ACA1_368220","hypothetical protein",42.2,47.12,42.38,32.73
"ACA1_368430","ACA1_368430","carnitine/acylcarnitine translocase, putative",89.48,86.65,102.09,127.64
"ACA1_368550","ACA1_368550","hypothetical protein",183.73,127.73,191.95,194.8
"ACA1_368690","ACA1_368690","EF hand domain containing protein",119.9,147.36,149.57,128.16
"ACA1_368770","ACA1_368770","SLTPS/P, putative",45.95,132.04,133.29,118.29
"ACA1_368790","ACA1_368790","ABC2 type transporter superfamily protein",52.87,16.23,4.76,6.93
"ACA1_368800","ACA1_368800","hypothetical protein",57.75,97.89,92.93,93.17
"ACA1_368840","ACA1_368840","aspartyl/glutamyltRNA(Asn/Gln) amidotransferase, C subunit",55.26,31.33,34.74,45.28
"ACA1_368850","ACA1_368850","trehalosephosphatase",164.08,138.15,13.06,11.91
"ACA1_368870","ACA1_368870","ATPdependent RNA helicase DBP2, putative",68.84,2.15,5.01,12.91
"ACA1_368960","ACA1_368960","ribosomal protein L23, putative",209.94,59.34,62.73,74.34
"ACA1_369000","ACA1_369000","peroxidase",210.81,253.4,313.3,294.57
"ACA1_369020","ACA1_369020","acetyltransferase, GNAT family protein",90.66,18.37,28.7,28.26
"ACA1_369040","ACA1_369040","hypothetical protein",151.31,36.5,31.79,28.41
"ACA1_369060","ACA1_369060","Ubiquitin-related modifier 1 family protein",43.72,42.52,42.83,43.7
"ACA1_369090","ACA1_369090","2hydroxyacyl-CoA lyase 1, putative",213.24,164.07,68.5,58.12
"ACA1_369110","ACA1_369110","small nuclear ribonucleoprotein G, putative",413.83,276.47,201.54,160.12
"ACA1_369120","ACA1_369120","proliferating cell nuclear antigen, Nterminal domain containing protein",307.21,6.28,2.23,2.8
"ACA1_369150","ACA1_369150","hypothetical protein",64.57,61.28,46.72,39.93
"ACA1_369160","ACA1_369160","leucine aminopeptidase 3, putative",134.63,75.27,69.74,77.88
"ACA1_369180","ACA1_369180","PAP2 superfamily domain containing protein",68.18,26.19,26.79,29.24
"ACA1_369190","ACA1_369190","proteasome (prosome, macropain) 26S subunit, non ATPase, 32, putative",80.69,282.42,103.45,70.8
"ACA1_369250","ACA1_369250","dynactin 50 kda subunit",59.85,65.12,42.48,37.74
"ACA1_369260","ACA1_369260","hypothetical protein",419.5,304.7,270.67,252.28
"ACA1_369270","ACA1_369270","rasrelated protein Rab-18-like, putative",54.11,69.88,63.35,80.66
"ACA1_369340","ACA1_369340","hypothetical protein",43.13,63.32,54.49,53.26
"ACA1_369490","ACA1_369490","CS domain containing protein",365.97,297.83,306.42,328.61
"ACA1_369520","ACA1_369520","ribosomal protein L6e, putative",2205.88,1709.04,1120.72,1012.07
"ACA1_369540","ACA1_369540","RasGEF domain containing protein",47.5,30.84,47.61,52.22
"ACA1_369630","ACA1_369630","hypothetical protein",218.66,415.99,497.07,656.92
"ACA1_369690","ACA1_369690","NEDD8conjugating enzyme Ubc12, putative",44.04,19.12,22.64,23.4
"ACA1_369830","ACA1_369830","meiotic nuclear division protein, putative",44.12,57.7,58.88,56.41
"ACA1_369870","ACA1_369870","eukaryotic translation initiation factor 3 subunit E, putative",96.44,26.02,28.73,26.69
"ACA1_369890","ACA1_369890","hypothetical protein",48.75,71.5,71.51,62.94
"ACA1_369900","ACA1_369900","hypothetical protein",202.19,63.81,54.85,62.77
"ACA1_370030","ACA1_370030","hypothetical protein",167.5,105.22,103.09,91.89
"ACA1_370070","ACA1_370070","MyristoylCoA:protein N-myristoyltransferase, C-terminal domain containing protein",79.26,48.14,45.34,55.7
"ACA1_370090","ACA1_370090","hypothetical protein",54.25,5.65,7.1,6.14
"ACA1_370160","ACA1_370160","hypothetical protein",238.07,406.18,527.69,435.51
"ACA1_370170","ACA1_370170","peptidylprolyl cis-trans isomerase, FKBP-type domain containing protein",223.26,11.39,1.62,2.56
"ACA1_370280","ACA1_370280","ribosomal protein S9, putative",81.73,17.68,21.46,24.19
"ACA1_370290","ACA1_370290","small GTPase RAC, putative",134.99,137.7,154.84,112.7
"ACA1_371570","ACA1_371570","CUE domain containing protein",40.05,52.18,66.75,70.71
"ACA1_371630","ACA1_371630","hypothetical protein",1105.11,838.49,800.81,738.83
"ACA1_371680","ACA1_371680","BAR domain containing protein",397.37,534.98,400.9,322.72
"ACA1_371780","ACA1_371780","hypothetical protein",109.88,118.02,120.69,100.22
"ACA1_372020","ACA1_372020","MORN repeatcontaining protein",40.68,37.55,44.53,55.59
"ACA1_372030","ACA1_372030","swarming motility protein ybia, putative",45.22,47.18,43.21,26.77
"ACA1_372070","ACA1_372070","hepatocellular carcinomaassociated antigen 59, putative",50.29,47.16,41.69,34.89
"ACA1_372610","ACA1_372610","betahydroxylase",68.55,52.04,55.82,67.39
"ACA1_372700","ACA1_372700","hypothetical protein",82.25,56.44,47.66,55.27
"ACA1_372720","ACA1_372720","obtusifoliol 14alphademethylase, putative",103.39,18.68,21.43,16.23
"ACA1_373390","ACA1_373390","hypothetical protein",46.86,9.04,11.32,6.73
"ACA1_373540","ACA1_373540","hypothetical protein",182.81,209.8,213.15,160.06
"ACA1_373610","ACA1_373610","hypothetical protein",47.91,28.89,23.18,25.65
"ACA1_373640","ACA1_373640","hypothetical protein",41.13,11.58,13.82,13.42
"ACA1_373910","ACA1_373910","alkaline phosphatase family subfamily protein",49.51,29.21,28.24,30.44
"ACA1_373980","ACA1_373980","anchor domain containing protein",70.98,8.95,14.76,19.4
"ACA1_373990","ACA1_373990","elongation factor p (efp) kow-like subfamily protein",92.12,3.11,5.62,5.3
"ACA1_374090","ACA1_374090","protein disulfideisomerase domain containing protein",301.68,364.58,399.53,420.75
"ACA1_374160","ACA1_374160","hypothetical protein",50.18,77.98,109.19,116.42
"ACA1_374200","ACA1_374200","C8 sterol isomerase",751.16,319.31,353.61,288.08
"ACA1_374210","ACA1_374210","hypothetical protein",94.15,4.89,5.99,7.31
"ACA1_374290","ACA1_374290","carrier superfamily protein",43.6,55.4,44.82,40.14
"ACA1_374370","ACA1_374370","hypothetical protein",152.5,90.05,107.97,113.27
"ACA1_374430","ACA1_374430","cyclin, Nterminal domain containing protein",77.14,13.31,14.91,12.49
"ACA1_374520","ACA1_374520","protein translation factor, putative",240.58,222.26,194.91,140.6
"ACA1_374600","ACA1_374600","DEAD/DEAH box helicase domain containing protein",170.43,2.89,4.03,6.74
"ACA1_374670","ACA1_374670","von Willebrand factor type A domain containing protein",93.14,59.24,27.13,15.56
"ACA1_375070","ACA1_375070","hypothetical protein",54.61,63.01,38.37,36.67
"ACA1_375940","ACA1_375940","Choline/Carnitine oacyltransferase superfamily protein",69.6,47.16,30.44,33.96
"ACA1_375960","ACA1_375960","ATPdependent RNA helicase ddx54, putative",59.73,1.01,2.48,4.04
"ACA1_375970","ACA1_375970","betaine aldehyde dehydrogenase",57.45,30.1,25.57,24.14
"ACA1_375990","ACA1_375990","acetylCoA acetyltransferase, mitochondrial, putative",291.34,160.51,114.34,130
"ACA1_376140","ACA1_376140","acetylCoA acetyltransferase, mitochondrial, putative",65.6,26.87,31.14,44.05
"ACA1_376220","ACA1_376220","breast carcinoma amplified sequence 2 (bcas2) protein",129.66,133.09,158.9,173.26
"ACA1_376250","ACA1_376250","PHD finger protein",191.45,80.84,89.01,93.04
"ACA1_376260","ACA1_376260","hypothetical protein",95.88,47.01,54.27,66.5
"ACA1_376270","ACA1_376270","Phospho2-dehydro-3-deoxyheptonate aldolase",58.53,11.03,9.07,9.7
"ACA1_376480","ACA1_376480","RabE family small GTPase",215.87,730.61,789.17,749.64
"ACA1_376490","ACA1_376490","TIP41like family protein",62.4,70.97,93.93,109.01
"ACA1_376500","ACA1_376500","isocitrate dehydrogenase subunit 1, mitochondrial precursor, putative",434.46,150.35,72.97,82.98
"ACA1_376510","ACA1_376510","Hypothetical protein",130.78,106.56,113.32,123.2
"ACA1_376550","ACA1_376550","cell division control protein 2b, putative",95.13,5.23,11.4,17.65
"ACA1_376600","ACA1_376600","Choline/Carnitine oacyltransferase superfamily protein",72.63,51.98,45.91,52.52
"ACA1_376680","ACA1_376680","Yip1 domain family, member 4, putative",74.76,65.65,65.73,71.43
"ACA1_376690","ACA1_376690","60S ribosomal protein L27a, putative",9750.72,8913.26,7079.74,6684.12
"ACA1_376700","ACA1_376700","Histone H4, putative",901.55,97.41,55.11,61.11
"ACA1_376720","ACA1_376720","LIM domain containing protein",183.08,278.34,240.97,193.16
"ACA1_376730","ACA1_376730","Glutamate/Leucine/Phenylalanine/Valine dehydrogenase family protein",47.21,21.41,30.31,36.48
"ACA1_376740","ACA1_376740","tubulin beta chain, putative",400.26,13.96,11.7,16.88
"ACA1_376780","ACA1_376780","hypothetical protein",54.39,476.99,2762.54,5755.85
"ACA1_376800","ACA1_376800","Inosine5'-monophosphate dehydrogenase",152.61,2.1,1.4,2.73
"ACA1_376820","ACA1_376820","secondary thiamine-phosphate synthase enzyme",44.41,40.9,39.41,45.4
"ACA1_376960","ACA1_376960","2oxo acid dehydrogenase acyltransferase catalytic subunit",128.88,89.25,184.92,198.46
"ACA1_377210","ACA1_377210","cyclin, Nterminal domain containing protein",99.28,2.75,3.86,7.09
"ACA1_377310","ACA1_377310","translocase, putative",41.45,41.29,29.31,22.37
"ACA1_377320","ACA1_377320","SPRY domain containing protein",104.79,83.83,47.67,29.23
"ACA1_377460","ACA1_377460","hypothetical protein",44.19,58.08,62.72,71.65
"ACA1_377730","ACA1_377730","hypothetical protein",76.77,93.78,103.01,111.04
"ACA1_377740","ACA1_377740","adrenodoxinlike ferredoxin 2",120.1,85.21,123.69,206.31
"ACA1_377760","ACA1_377760","hypothetical protein",46.69,52.26,53.78,61.78
"ACA1_377770","ACA1_377770","WDrepeat protein pop3, putative",66.65,72.09,68.9,64.54
"ACA1_377830","ACA1_377830","Ubiquitinconjugating enzyme subfamily protein",47.05,197.27,270.88,285.07
"ACA1_377840","ACA1_377840","Expansin, putative",45.74,100.47,162.98,135.17
"ACA1_377980","ACA1_377980","NPL4 family protein",67.72,102.97,83.4,77.62
"ACA1_378000","ACA1_378000","hydrolase, NUDIX domain containing protein",44.08,56.17,16.59,13.52
"ACA1_378120","ACA1_378120","hypothetical protein",46.48,130.19,214.92,308.58
"ACA1_378160","ACA1_378160","Ubiquitin carboxylterminal hydrolase, family 1",111.93,245.97,161.29,139.47
"ACA1_378210","ACA1_378210","PX domain containing protein",40.59,11.28,15.4,23.07
"ACA1_378220","ACA1_378220","ribosomal L18p/L5e family",798.42,746.44,540.74,581.54
"ACA1_378250","ACA1_378250","hypothetical protein",287.5,322.29,215.96,168.7
"ACA1_378620","ACA1_378620","hypothetical protein",49.6,71.82,67.16,62.15
"ACA1_378760","ACA1_378760","hypothetical protein",335.4,150.23,147.13,165.49
"ACA1_378890","ACA1_378890","ccr4associated factor, putative",49.74,61.65,52.58,45.74
"ACA1_379060","ACA1_379060","casein kinase ii subunit alpha, putative",228.93,152.22,157.2,160.33
"ACA1_379090","ACA1_379090","hypothetical protein",94.03,83.02,260.57,395.02
"ACA1_379230","ACA1_379230","RNA recognition motif domain containing protein",41.41,47.4,52.15,59.32
"ACA1_379260","ACA1_379260","coatmer subunit, putative",78.36,90.91,69.33,72.28
"ACA1_379420","ACA1_379420","hypothetical protein",55.54,49.57,43.66,42.97
"ACA1_379440","ACA1_379440","hypothetical protein",371.69,1751.28,1793.85,1627.59
"ACA1_379450","ACA1_379450","GPI anchored endo1,3(4)-beta-glucanase",110.57,50.12,81.94,63.21
"ACA1_380580","ACA1_380580","Tim17/Tim22/Tim23 family protein",47.98,4.23,15.8,25
"ACA1_380820","ACA1_380820","tRNA binding domain containing protein",84.16,69.94,53.32,59.57
"ACA1_380850","ACA1_380850","GRAM domain containing protein",132.25,142.5,124.3,104.45
"ACA1_380860","ACA1_380860","pantoate-beta-alanine ligase",72.46,217.56,192.79,189.58
"ACA1_380910","ACA1_380910","phospholipase a2, putative",73.81,18.94,41.25,72.96
"ACA1_380920","ACA1_380920","SAP domain containing protein",97.01,1.05,0.62,0.85
"ACA1_380960","ACA1_380960","membrane protein, putative",42.54,29.96,28.06,29.76
"ACA1_381090","ACA1_381090","hypothetical protein",58.08,36.32,29.44,48.96
"ACA1_381120","ACA1_381120","maleylacetoacetate isomerase",77.66,59.9,46.55,43.74
"ACA1_382110","ACA1_382110","hypothetical protein",47.82,33.32,31.85,37.91
"ACA1_382310","ACA1_382310","hypothetical protein",118.07,53.53,55.87,55.94
"ACA1_382330","ACA1_382330","hypothetical protein",166.34,107.89,110.51,101
"ACA1_382360","ACA1_382360","Fbox domain containing protein",47.37,39.1,20.34,19.64
"ACA1_382370","ACA1_382370","acid alphaglucosidase",56.4,23.22,18.32,17.75
"ACA1_382550","ACA1_382550","sulfur metabolism negative regulator SconC, putative",67.99,112.48,123.79,115.47
"ACA1_382570","ACA1_382570","hypothetical protein",40.52,34.95,44.61,57.16
"ACA1_382580","ACA1_382580","LBP / BPI / CETP family, Cterminal domain containing protein",385.87,169.63,313.65,361.24
"ACA1_382630","ACA1_382630","LBP / BPI / CETP family, Cterminal domain containing protein",52.79,19.38,67.98,65.81
"ACA1_382930","ACA1_382930","Proteasome maturation factor UMP1",225.68,640.27,403.3,333.3
"ACA1_383080","ACA1_383080","SAP domain containing protein",44.73,1.04,1.91,0.74
"ACA1_383380","ACA1_383380","lysosomal ProX carboxypeptidase",41.97,13.45,20.78,18.51
"ACA1_383430","ACA1_383430","surp module domain containing protein",61.31,54.06,48.06,48.1
"ACA1_383450","ACA1_383450","G protein coupled receptor, putative",95.36,95.36,119.65,142.93
"ACA1_383570","ACA1_383570","hypothetical protein",98.83,41.84,44.2,40.64
"ACA1_383580","ACA1_383580","sulfate adenylyltransferase",100.25,5.27,2.12,0.7
"ACA1_383610","ACA1_383610","PAKA subfamily protein kinase",45.68,67.82,71.41,62.16
"ACA1_383660","ACA1_383660","WD repeat protein WDR4, putative",42.07,11.82,17.73,22.29
"ACA1_383710","ACA1_383710","glucose6-phosphate dehydrogenase, C-terminal domain containing protein",43.5,53.25,39.61,38.6
"ACA1_383730","ACA1_383730","hypothetical protein",49.64,6.36,12.42,16.88
"ACA1_384020","ACA1_384020","hypothetical protein",94.75,225.98,323.68,273.8
"ACA1_384100","ACA1_384100","glycosyl hydrolase",353.75,82.35,112.24,87.14
"ACA1_384320","ACA1_384320","glycosyl hydrolases family 25 subfamily protein",94.92,58.44,185.6,182.74
"ACA1_384330","ACA1_384330","hypothetical protein",41.29,45.61,53.15,66.34
"ACA1_384340","ACA1_384340","Ras subfamily protein",53.56,61.54,67.47,65.08
"ACA1_384360","ACA1_384360","signal recognition particle, putative",132.67,109.57,106.7,107.83
"ACA1_384380","ACA1_384380","hypothetical protein",52.4,7.01,14.11,19.59
"ACA1_384550","ACA1_384550","GTPase, putative",62.18,187.41,176.3,158.72
"ACA1_384590","ACA1_384590","RAB1B, member RAS oncogene family",86.76,64.87,62.76,56.71
"ACA1_384610","ACA1_384610","hypothetical protein",46.8,11.4,3.09,0.86
"ACA1_384630","ACA1_384630","Short/branched chain specific acylCoA dehydrogenase, mitochondrial, putative",122.33,98.34,53.14,53.71
"ACA1_384660","ACA1_384660","retinoblastoma binding protein 4 variant isoform 1, putative",136.37,22.34,33.15,40.49
"ACA1_384680","ACA1_384680","hypothetical protein",136.85,35.37,57.44,75.52
"ACA1_384690","ACA1_384690","glycogen phosphorylase 1, putative",40.36,26.54,12.33,8.87
"ACA1_384820","ACA1_384820","hypothetical protein",78.92,25.53,11.19,3.04
"ACA1_384830","ACA1_384830","Raslike protein 1, putative",411.92,435.02,505.25,479.06
"ACA1_384840","ACA1_384840","3hydroxyacyl-CoA dehydrogenase",176.04,78.81,61.9,72.72
"ACA1_384850","ACA1_384850","arrestin (or santigen), n-terminal domain containing protein",39.96,3.56,10.91,27.64
"ACA1_384860","ACA1_384860","isochorismatase hydrolase",143.39,119.26,188.54,213.02
"ACA1_385120","ACA1_385120","RAC family serine/threonineprotein kinase, putative",57.25,114.34,97.99,71.91
"ACA1_385350","ACA1_385350","HMG (high mobility group) box domain containing protein",340.68,14.46,20.59,25.08
"ACA1_385380","ACA1_385380","eukaryotic translation initiation factor 2, putative",256.58,215.9,209.33,221.82
"ACA1_385430","ACA1_385430","S-phase kinase-associated protein 1A isoform b, putative",77.29,86.8,140.22,154.16
"ACA1_385480","ACA1_385480","EF hand domain containing protein",586.55,837.62,617.81,414.52
"ACA1_385680","ACA1_385680","casein kinase ii subunit beta, putative",104.83,51.14,50.63,45.9
"ACA1_385780","ACA1_385780","protein kinase domain containing protein",43.53,40.14,47.05,42.58
"ACA1_385800","ACA1_385800","TPR repeat region protein",51.46,34.78,13.51,20.15
"ACA1_385930","ACA1_385930","acetyltransferase, GNAT superfamily protein",65.21,27.48,33.07,39.04
"ACA1_385940","ACA1_385940","acetyltransferase, GNAT superfamily protein",44.14,44.96,77.19,80.68
"ACA1_386360","ACA1_386360","hypothetical protein",65.68,78.83,88.04,62.82
"ACA1_387090","ACA1_387090","selenoprotein O (SELO) family protein",42.09,90.03,66.68,47.09
"ACA1_387250","ACA1_387250","hypothetical protein",45.28,21,17.24,19.97
"ACA1_387270","ACA1_387270","hypothetical protein",97.46,1.64,0.64,0.94
"ACA1_387860","ACA1_387860","high molecular weight heat shock protein",697.79,241.64,120.04,152.88
"ACA1_387890","ACA1_387890","PH domain containing protein",47.8,50.69,49.3,40.71
"ACA1_387910","ACA1_387910","peptidase, S8/S53 subfamily protein",51.53,42.76,44.77,43.73
"ACA1_388310","ACA1_388310","micropain, putative",73.41,272.68,153.18,119.99
"ACA1_388420","ACA1_388420","eukaryotic initiation factor, putative",122.93,48.45,57.74,60.34
